active,createdDate,lastLogin,role,signUpSource,state,id
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:30,2021-01-03 15:25:30,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:28,2021-01-03 15:25:28,consumer,Email,WI,5ff1e1e8cfcf6c399c274ad9
1,2021-01-03 15:24:39,2021-01-03 15:24:39,consumer,Email,WI,5ff1e1b7cfcf6c399c274a5a
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:37,2021-01-03 15:25:37,consumer,Email,WI,5ff1e1f1cfcf6c399c274b0b
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:30,2021-01-03 15:25:30,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:30,2021-01-03 15:25:30,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-03 15:25:24,2021-01-03 15:25:24,consumer,Email,WI,5ff1e1e4cfcf6c399c274ac3
1,2021-01-03 15:24:36,2021-01-03 15:24:36,consumer,Email,WI,5ff1e1b4cfcf6c399c274a54
1,2021-01-03 15:25:30,2021-01-03 15:25:30,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6
1,2021-01-03 15:24:04,2021-01-03 15:25:37,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052
1,2021-01-04 19:47:17,2021-01-04 19:50:50,consumer,Email,WI,5ff370c562fde912123a5e0e
1,2021-01-04 19:31:15,2021-01-04 19:34:42,consumer,Email,WI,5ff36d0362fde912123a5535
1,2021-01-04 19:33:23,2021-01-04 19:33:23,consumer,Email,WI,5ff36d83135e7011bcb864d6
1,2021-01-04 19:29:12,2021-01-04 19:29:13,consumer,Email,WI,5ff36c8862fde912123a538a
1,2021-01-04 19:47:17,2021-01-04 19:50:50,consumer,Email,WI,5ff370c562fde912123a5e0e
1,2021-01-04 19:26:31,2021-01-04 19:29:52,consumer,Email,WI,5ff36be7135e7011bcb856d3
1,2021-01-04 19:31:15,2021-01-04 19:34:42,consumer,Email,WI,5ff36d0362fde912123a5535
1,2021-01-04 19:26:31,2021-01-04 19:29:52,consumer,Email,WI,5ff36be7135e7011bcb856d3
1,2021-01-04 19:19:20,2021-01-04 19:23:05,consumer,Email,WI,5ff36a3862fde912123a4460
1,2021-01-04 19:31:15,2021-01-04 19:34:42,consumer,Email,WI,5ff36d0362fde912123a5535
1,2021-01-04 19:29:18,2021-01-04 19:29:19,consumer,Email,WI,5ff36c8e135e7011bcb85da4
1,2021-01-04 19:19:20,2021-01-04 19:23:05,consumer,Email,WI,5ff36a3862fde912123a4460
1,2021-01-04 19:47:17,2021-01-04 19:50:50,consumer,Email,WI,5ff370c562fde912123a5e0e
1,2021-01-04 19:19:20,2021-01-04 19:23:05,consumer,Email,WI,5ff36a3862fde912123a4460
1,2021-01-04 19:19:20,2021-01-04 19:23:05,consumer,Email,WI,5ff36a3862fde912123a4460
1,2021-01-04 19:47:17,2021-01-04 19:50:50,consumer,Email,WI,5ff370c562fde912123a5e0e
1,2021-01-04 19:19:20,2021-01-04 19:23:05,consumer,Email,WI,5ff36a3862fde912123a4460
1,2021-01-04 19:47:17,2021-01-04 19:50:50,consumer,Email,WI,5ff370c562fde912123a5e0e
1,2021-01-04 19:48:46,2021-01-04 19:48:46,consumer,Email,WI,5ff3711e62fde912123a620e
1,2021-01-04 19:26:31,2021-01-04 19:29:52,consumer,Email,WI,5ff36be7135e7011bcb856d3
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 14:12:55,2021-01-05 14:12:55,consumer,Email,WI,5ff473e7c1e2d0121a9b2697
1,2021-01-05 14:11:30,2021-01-05 14:15:33,consumer,Email,WI,5ff47392c3d63511e2a47881
1,2021-01-05 14:11:30,2021-01-05 14:15:33,consumer,Email,WI,5ff47392c3d63511e2a47881
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 20:39:45,2021-01-05 20:39:45,consumer,Email,WI,5ff4ce91c1e2d0121a9b3057
1,2021-01-05 14:11:30,2021-01-05 14:15:33,consumer,Email,WI,5ff47392c3d63511e2a47881
1,2021-01-05 20:38:21,2021-01-05 20:38:21,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 20:38:21,2021-01-05 20:38:21,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 14:11:30,2021-01-05 14:15:33,consumer,Email,WI,5ff47392c3d63511e2a47881
1,2021-01-05 20:38:21,2021-01-05 20:38:21,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc
1,2021-01-05 20:38:21,2021-01-05 20:38:21,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 20:38:12,2021-01-05 20:38:12,consumer,Email,WI,5ff4ce34c3d63511e2a484ba
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 20:38:11,2021-01-05 20:39:55,consumer,Email,WI,5ff4ce33c3d63511e2a484b6
1,2021-01-05 20:38:18,2021-01-05 20:38:18,consumer,Email,WI,5ff4ce3ac1e2d0121a9b2fb3
1,2021-01-05 14:11:30,2021-01-05 14:15:33,consumer,Email,WI,5ff47392c3d63511e2a47881
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:05:07,2021-01-06 15:05:07,consumer,Email,WI,5ff5d1a38f142f11dd1886ba
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:05:52,2021-01-06 15:05:52,consumer,Email,WI,5ff5d1d08f142f11dd18884c
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-06 15:03:54,2021-01-06 15:08:10,consumer,Email,WI,5ff5d15aeb7c7d12096d91a2
1,2021-01-07 15:18:38,2021-01-07 15:20:26,consumer,Email,WI,5ff7264e8f142f11dd189504
1,2021-01-07 17:08:44,2021-01-07 17:08:44,consumer,Email,WI,5ff7401ceb7c7d31ca8a46e0
1,2021-01-07 16:50:50,2021-01-07 16:50:50,consumer,Email,WI,5ff73bea8f142f3276c3e84a
1,2021-01-07 18:13:17,2021-01-07 18:17:03,consumer,Email,WI,5ff74f3db3348b11c93361d1
1,2021-01-07 15:18:38,2021-01-07 15:20:26,consumer,Email,WI,5ff7264e8f142f11dd189504
1,2021-01-07 16:49:20,2021-01-07 16:51:07,consumer,Email,WI,5ff73b90eb7c7d31ca8a452b
1,2021-01-07 23:02:39,2021-01-07 23:09:54,consumer,Email,WI,5ff7930fb3348b11c93372a6
1,2021-01-07 15:19:42,2021-01-07 15:19:42,consumer,Email,WI,5ff7268eeb7c7d12096da2a9
1,2021-01-07 15:19:42,2021-01-07 15:19:42,consumer,Email,WI,5ff7268eeb7c7d12096da2a9
1,2021-01-07 15:18:38,2021-01-07 15:20:26,consumer,Email,WI,5ff7264e8f142f11dd189504
1,2021-01-07 23:02:39,2021-01-07 23:09:54,consumer,Email,WI,5ff7930fb3348b11c93372a6
1,2021-01-07 15:20:00,2021-01-07 15:20:00,consumer,Email,WI,5ff726a0eb7c7d12096da2db
1,2021-01-07 23:06:05,2021-01-07 23:06:05,consumer,Email,WI,5ff793dd04929111f6e90c69
1,2021-01-07 23:09:18,2021-01-07 23:09:18,consumer,Email,WI,5ff7949eb3348b11c93373d2
1,2021-01-07 15:19:40,2021-01-07 15:19:40,consumer,Email,WI,5ff7268c8f142f11dd189579
1,2021-01-07 16:49:20,2021-01-07 16:51:07,consumer,Email,WI,5ff73b90eb7c7d31ca8a452b
1,2021-01-07 15:18:38,2021-01-07 15:20:26,consumer,Email,WI,5ff7264e8f142f11dd189504
1,2021-01-06 19:59:34,,consumer,Email,KY,5ff616a68f142f11dd189163
1,2021-01-07 23:02:39,2021-01-07 23:09:54,consumer,Email,WI,5ff7930fb3348b11c93372a6
1,2021-01-07 23:08:20,2021-01-07 23:08:20,consumer,Email,WI,5ff79464b3348b11c933738b
1,2021-01-08 20:36:17,2021-01-08 20:36:17,consumer,Email,WI,5ff8c241b3348b11c93379fc
1,2021-01-08 21:28:37,2021-01-08 21:29:59,consumer,Email,WI,5ff8ce8504929111f6e913cb
1,2021-01-08 21:28:37,2021-01-08 21:29:59,consumer,Email,WI,5ff8ce8504929111f6e913cb
1,2021-01-08 15:01:37,2021-01-08 15:03:21,consumer,Email,WI,5ff873d1b3348b11c9337716
1,2021-01-08 15:02:07,2021-01-08 15:02:07,consumer,Email,WI,5ff873ef04929111f6e910f0
1,2021-01-08 20:47:36,2021-01-08 20:47:37,consumer,Email,WI,5ff8c4e8b3348b11c9337a11
1,2021-01-08 15:01:37,2021-01-08 15:03:21,consumer,Email,WI,5ff873d1b3348b11c9337716
1,2021-01-08 22:18:16,2021-01-08 22:19:49,consumer,Email,WI,5ff8da28b3348b11c9337ac6
1,2021-01-08 22:19:41,2021-01-08 22:19:41,consumer,Email,WI,5ff8da7db3348b11c9337b6a
1,2021-01-08 15:01:49,2021-01-08 15:01:49,consumer,Email,WI,5ff873ddb3348b11c9337733
1,2021-01-08 18:14:53,2021-01-08 18:14:53,consumer,Email,WI,5ff8a11db3348b11c93378aa
1,2021-01-08 15:01:37,2021-01-08 15:03:21,consumer,Email,WI,5ff873d1b3348b11c9337716
1,2021-01-08 15:01:37,2021-01-08 15:03:21,consumer,Email,WI,5ff873d1b3348b11c9337716
1,2021-01-08 15:01:37,2021-01-08 15:03:21,consumer,Email,WI,5ff873d1b3348b11c9337716
1,2021-01-08 21:28:37,2021-01-08 21:29:59,consumer,Email,WI,5ff8ce8504929111f6e913cb
1,2021-01-08 22:01:24,2021-01-08 22:01:24,consumer,Email,WI,5ff8d634b3348b11c9337aa4
1,2021-01-08 22:18:16,2021-01-08 22:19:49,consumer,Email,WI,5ff8da28b3348b11c9337ac6
1,2021-01-08 20:40:16,2021-01-08 20:40:16,consumer,Email,WI,5ff8c330b3348b11c9337a04
1,2021-01-08 15:01:49,2021-01-08 15:01:49,consumer,Email,WI,5ff873ddb3348b11c9337733
1,2021-01-08 22:19:42,2021-01-08 22:19:42,consumer,Email,WI,5ff8da7eb3348b11c9337b72
1,2021-01-11 20:26:37,2021-01-11 20:28:21,consumer,Email,WI,5ffcb47d04929111f6e9256c
1,2021-01-11 17:50:49,2021-01-11 17:50:49,consumer,Email,WI,5ffc8ff9b3348b11c9338896
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 17:50:57,2021-01-11 17:50:57,consumer,Email,WI,5ffc9001b3348b11c93388b6
1,2021-01-11 17:50:49,2021-01-11 17:50:49,consumer,Email,WI,5ffc8ff9b3348b11c9338896
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 17:50:49,2021-01-11 17:50:49,consumer,Email,WI,5ffc8ff9b3348b11c9338896
1,2021-01-11 17:50:49,2021-01-11 17:50:49,consumer,Email,WI,5ffc8ff9b3348b11c9338896
1,2021-01-11 20:27:40,2021-01-11 20:27:40,consumer,Email,WI,5ffcb4bc04929111f6e92608
1,2021-01-11 18:48:39,2021-01-11 18:50:13,consumer,Email,WI,5ffc9d87b3348b11c9338920
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 18:48:39,2021-01-11 18:50:13,consumer,Email,WI,5ffc9d87b3348b11c9338920
1,2021-01-11 20:26:37,2021-01-11 20:28:21,consumer,Email,WI,5ffcb47d04929111f6e9256c
1,2021-01-11 18:48:39,2021-01-11 18:50:13,consumer,Email,WI,5ffc9d87b3348b11c9338920
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 20:27:40,2021-01-11 20:27:40,consumer,Email,WI,5ffcb4bc04929111f6e92608
1,2021-01-11 17:49:11,2021-01-11 17:50:56,consumer,Email,WI,5ffc8f9704929111f6e922bf
1,2021-01-11 18:49:03,2021-01-11 18:49:03,consumer,Email,WI,5ffc9d9f04929111f6e92456
1,2021-01-11 19:12:06,2021-01-11 19:12:06,consumer,Email,WI,5ffca30604929111f6e92525
1,2021-01-13 15:19:52,2021-01-13 15:19:52,consumer,Email,WI,5fff0f9804929101d0ab0697
1,2021-01-13 15:18:39,2021-01-13 15:22:02,consumer,Email,WI,5fff0f4fb3348b03eb45abb0
1,2021-01-13 19:37:18,2021-01-13 19:41:12,consumer,Email,WI,5fff4beedf9ace121f0c17ea
1,2021-01-12 21:15:00,,consumer,Email,AL,5ffe115404929101d0aaebb2
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 15:18:39,2021-01-13 15:22:02,consumer,Email,WI,5fff0f4fb3348b03eb45abb0
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 19:37:18,2021-01-13 19:41:12,consumer,Email,WI,5fff4beedf9ace121f0c17ea
1,2021-01-12 21:15:00,,consumer,Email,AL,5ffe115404929101d0aaebb2
1,2021-01-13 16:58:34,2021-01-13 16:58:34,consumer,Email,WI,5fff26bab3348b03eb45bb22
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 15:18:39,2021-01-13 15:22:02,consumer,Email,WI,5fff0f4fb3348b03eb45abb0
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 19:39:32,2021-01-13 19:39:33,consumer,Email,WI,5fff4c7461ffa811fdb0854c
1,2021-01-13 16:58:39,2021-01-13 16:58:39,consumer,Email,WI,5fff26bfb3348b03eb45bb32
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-13 15:18:39,2021-01-13 15:22:02,consumer,Email,WI,5fff0f4fb3348b03eb45abb0
1,2021-01-13 16:59:30,2021-01-13 16:59:30,consumer,Email,WI,5fff26f2b3348b03eb45bbb9
1,2021-01-13 20:19:38,2021-01-13 20:23:26,consumer,Email,WI,5fff55dabd4dff11dda8f5f1
1,2021-01-14 23:33:14,2021-01-14 23:33:14,consumer,Email,WI,6000d4bae2571211db395b9f
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 23:31:56,2021-01-14 23:33:52,consumer,Email,WI,6000d46cfb296c121a81b20c
1,2021-01-14 21:29:18,2021-01-14 21:33:22,consumer,Email,WI,6000b7aefb296c121a8198b1
1,2021-01-14 14:36:57,2021-01-14 14:36:58,consumer,Email,WI,60005709bd4dff11dda90ac1
1,2021-01-14 21:29:18,2021-01-14 21:33:22,consumer,Email,WI,6000b7aefb296c121a8198b1
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 21:29:18,2021-01-14 21:33:22,consumer,Email,WI,6000b7aefb296c121a8198b1
1,2020-01-21 19:35:09,,consumer,Google,WI,5e27526d0bdb6a138c32b556
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 23:31:56,2021-01-14 23:33:52,consumer,Email,WI,6000d46cfb296c121a81b20c
1,2021-01-14 23:32:59,2021-01-14 23:32:59,consumer,Email,WI,6000d4abe2571211db395b5c
1,2021-01-14 14:36:06,2021-01-14 14:36:06,consumer,Email,WI,600056d6bd4dff11dda90a3f
1,2021-01-14 14:36:52,2021-01-14 14:36:52,consumer,Email,WI,60005704bd4dff11dda90a9d
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 14:35:15,2021-01-14 14:37:10,consumer,Email,WI,600056a3f7e5b011fce897b0
1,2021-01-14 14:36:57,2021-01-14 14:36:58,consumer,Email,WI,60005709bd4dff11dda90ac1
1,2021-01-16 01:54:36,,consumer,Email,WI,6002475cfb296c121a81b98d
1,2021-01-16 02:27:49,,consumer,Email,WI,60024f24e257124ec6b99a13
1,2021-01-16 23:13:45,,consumer,Email,WI,60037329e257124ec6b99eeb
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-16 02:48:58,,consumer,Email,WI,6002541ae257124ec6b99a3a
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-16 03:09:14,,consumer,Email,WI,600258dafb296c4ef805d9b7
1,2021-01-16 03:24:21,,consumer,Email,WI,60025c65fb296c4ef805d9e6
1,2021-01-16 23:00:21,,consumer,Email,WI,60037005e257124ec6b99ec2
1,2021-01-16 03:24:21,,consumer,Email,WI,60025c65fb296c4ef805d9e6
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-16 03:24:21,,consumer,Email,WI,60025c65fb296c4ef805d9e6
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-14 21:27:55,,consumer,Email,AL,6000b75bbe5fc96dfee1d4d3
1,2021-01-16 01:14:13,,consumer,Email,CO,60023de5fb296c121a81b955
1,2021-01-16 02:48:58,,consumer,Email,WI,6002541ae257124ec6b99a3a
1,2021-01-17 20:23:56,,consumer,Email,WI,60049cdce257124ec6b9a353
1,2021-01-16 03:39:13,,consumer,Email,WI,60025fe0e257124ec6b99a87
1,2021-01-17 20:06:29,,consumer,Email,WI,600498c4e257124ec6b9a331
1,2021-01-17 21:02:11,,consumer,Email,WI,6004a5d3fb296c4ef805e256
1,2021-01-16 23:45:25,,consumer,Email,WI,60037a94fb296c4ef805ddbe
1,2021-01-17 19:53:39,,consumer,Email,WI,600495c3fb296c4ef805e1fc
1,2021-01-17 21:17:25,,consumer,Email,WI,6004a965e257124ec6b9a39f
1,2021-01-19 20:51:23,2021-01-19 20:55:08,consumer,Email,WI,6007464b6e64691717e8c1f0
1,2021-01-19 20:51:23,2021-01-19 20:55:08,consumer,Email,WI,6007464b6e64691717e8c1f0
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:59:05,2021-01-19 21:02:42,consumer,Email,WI,600748196e64691717e8d4f0
1,2021-01-19 20:54:21,2021-01-19 20:54:21,consumer,Email,WI,600746fd6e64691717e8cfb5
1,2021-01-19 21:12:41,2021-01-19 21:16:09,consumer,Email,WI,60074b49325c8a1794623876
1,2021-01-19 21:12:41,2021-01-19 21:16:09,consumer,Email,WI,60074b49325c8a1794623876
1,2021-01-19 21:14:01,2021-01-19 21:14:02,consumer,Email,WI,60074b996e64691717e8f11a
1,2021-01-19 20:59:05,2021-01-19 21:02:42,consumer,Email,WI,600748196e64691717e8d4f0
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:59:05,2021-01-19 21:02:42,consumer,Email,WI,600748196e64691717e8d4f0
1,2021-01-19 20:32:17,2021-01-19 20:39:03,consumer,Email,WI,600741d06e6469120a787853
1,2021-01-19 20:51:23,2021-01-19 20:55:08,consumer,Email,WI,6007464b6e64691717e8c1f0
1,2021-01-19 20:59:05,2021-01-19 21:02:42,consumer,Email,WI,600748196e64691717e8d4f0
1,2021-01-19 20:34:15,2021-01-19 20:34:15,consumer,Email,WI,60074246325c8a12289e22a0
1,2021-01-19 21:00:51,2021-01-19 21:00:51,consumer,Email,WI,60074883325c8a1794622a12
1,2021-01-19 15:15:18,,consumer,Email,AL,6006f786fb296c7f688530f8
1,2021-01-20 20:06:45,2021-01-20 20:07:54,consumer,Email,WI,60088d55633aab121bb8e41a
1,2021-01-20 19:49:15,2021-01-20 19:50:33,consumer,Email,WI,6008893b633aab121bb8e0a9
1,2021-01-20 19:49:15,2021-01-20 19:50:33,consumer,Email,WI,6008893b633aab121bb8e0a9
1,2021-01-20 14:11:42,2021-01-20 14:15:04,consumer,Email,WI,60083a1e325c8a17946255de
1,2021-01-20 19:50:04,,consumer,Email,WI,6008896c633aab121bb8e11d
1,2021-01-20 17:36:09,2021-01-20 17:36:10,consumer,Email,WI,60086a09b6310511daa4e1e9
1,2021-01-20 20:06:45,2021-01-20 20:07:54,consumer,Email,WI,60088d55633aab121bb8e41a
1,2021-01-20 20:11:09,2021-01-20 20:11:10,consumer,Email,WI,60088e5d633aab121bb8e5cf
1,2021-01-20 16:33:01,2021-01-20 16:36:54,consumer,Email,WI,60085b3dbe5fc90ee6a67b11
1,2021-01-20 20:10:44,2021-01-20 20:11:55,consumer,Email,WI,60088e44b6310511daa4ef80
1,2021-01-20 19:49:15,2021-01-20 19:50:33,consumer,Email,WI,6008893b633aab121bb8e0a9
1,2021-01-20 19:49:15,2021-01-20 19:50:33,consumer,Email,WI,6008893b633aab121bb8e0a9
1,2021-01-20 20:07:32,2021-01-20 20:07:32,consumer,Email,WI,60088d84633aab121bb8e4a6
1,2021-01-20 19:40:46,2021-01-20 19:42:58,consumer,Email,WI,6008873eb6310511daa4e8eb
1,2021-01-20 17:33:44,2021-01-20 17:37:31,consumer,Email,WI,60086978633aab121bb8c895
1,2021-01-20 19:53:09,2021-01-20 19:54:22,consumer,Email,WI,60088a25b6310511daa4ec42
0,2021-01-20 17:02:38,2021-01-20 17:02:38,consumer,Email,WI,6008622ebe5fc9247bab4eb9
1,2021-01-20 19:49:15,2021-01-20 19:50:33,consumer,Email,WI,6008893b633aab121bb8e0a9
1,2021-01-20 19:50:18,2021-01-20 19:50:18,consumer,Email,WI,6008897ab6310511daa4ebdc
1,2021-01-20 19:53:42,2021-01-20 19:53:42,consumer,Email,WI,60088a46b6310511daa4ec97
1,2021-01-21 13:55:35,2021-01-21 13:59:21,consumer,Email,WI,600987d77d983a11f63cfa92
1,2021-01-21 13:55:35,2021-01-21 13:59:21,consumer,Email,WI,600987d77d983a11f63cfa92
